"disp:0","disp:1","disp:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.048954,1.821e-15,0,1,1.011,-0.989,0,0
0.049083,1.8313e-15,0,1,1.014,-0.986,0,0
0.049212,1.8417e-15,0,1,1.017,-0.983,0,0
0.049341,1.8521e-15,0,1,1.02,-0.98,0,0
0.049469,1.8626e-15,0,1,1.023,-0.977,0,0
0.049596,1.8733e-15,0,1,1.026,-0.974,0,0
0.049722,1.884e-15,0,1,1.029,-0.971,0,0
0.049849,1.8947e-15,0,1,1.032,-0.968,0,0
0.049976,1.9054e-15,0,1,1.035,-0.965,0,0
0.050103,1.9161e-15,0,1,1.038,-0.962,0,0
0.050229,1.9268e-15,0,1,1.041,-0.959,0,0
0.050356,1.9375e-15,0,1,1.044,-0.956,0,0
0.050483,1.9482e-15,0,1,1.047,-0.953,0,0
0.050607,1.9592e-15,0,1,1.05,-0.95,0,0
0.050732,1.9702e-15,0,1,1.053,-0.947,0,0
0.050856,1.9811e-15,0,1,1.056,-0.944,0,0
0.050981,2.4101e-15,0,1,1.059,-0.941,0,0
0.051106,2.0031e-15,0,1,1.062,-0.938,0,0
0.05123,2.0141e-15,0,1,1.065,-0.935,0,0
0.051355,2.0251e-15,0,1,1.068,-0.932,0,0
0.05148,2.036e-15,0,1,1.071,-0.929,0,0
0.051603,2.0472e-15,0,1,1.074,-0.926,0,0
0.051726,2.0584e-15,0,1,1.077,-0.923,0,0
0.051848,2.0696e-15,0,1,1.08,-0.92,0,0
0.051971,2.0808e-15,0,1,1.083,-0.917,0,0
0.052093,2.9101e-15,0,1,1.086,-0.914,0,0
0.052216,2.1032e-15,0,1,1.089,-0.911,0,0
0.052339,2.1144e-15,0,1,1.092,-0.908,0,0
0.052461,2.1256e-15,0,1,1.095,-0.905,0,0
0.052584,2.1368e-15,0,1,1.098,-0.902,0,0
0.052704,2.1481e-15,0,1,1.101,-0.899,0,0
0.052825,2.1595e-15,0,1,1.104,-0.896,0,0
0.052946,2.1709e-15,0,1,1.107,-0.893,0,0
0.053067,2.3709e-15,0,1,1.11,-0.89,0,0
0.053187,2.1936e-15,0,1,1.113,-0.887,0,0
0.053308,2.2049e-15,0,1,1.116,-0.884,0,0
0.053429,2.2163e-15,0,1,1.119,-0.881,0,0
0.05355,2.2277e-15,0,1,1.122,-0.878,0,0
0.053669,2.2391e-15,0,1,1.125,-0.875,0,0
0.053788,2.2505e-15,0,1,1.128,-0.872,0,0
0.053907,2.262e-15,0,1,1.131,-0.869,0,0
0.054026,2.2735e-15,0,1,1.134,-0.866,0,0
0.054145,2.4623e-15,0,1,1.137,-0.863,0,0
0.054264,2.2964e-15,0,1,1.14,-0.86,0,0
0.054383,2.3079e-15,0,1,1.143,-0.857,0,0
0.054503,2.3194e-15,0,1,1.146,-0.854,0,0
0.054621,2.3308e-15,0,1,1.149,-0.851,0,0
0.054739,2.3425e-15,0,1,1.152,-0.848,0,0
0.054856,2.3541e-15,0,1,1.155,-0.845,0,0
0.054974,2.3657e-15,0,1,1.158,-0.842,0,0
0.055091,2.3573e-15,0,1,1.161,-0.839,0,0
0.055209,2.389e-15,0,1,1.164,-0.836,0,0
0.055326,2.4006e-15,0,1,1.167,-0.833,0,0
0.055444,2.4123e-15,0,1,1.17,-0.83,0,0
0.055561,2.4239e-15,0,1,1.173,-0.827,0,0
0.055678,2.4356e-15,0,1,1.176,-0.824,0,0
0.055794,2.4475e-15,0,1,1.179,-0.821,0,0
0.05591,2.4594e-15,0,1,1.182,-0.818,0,0
0.056026,2.4712e-15,0,1,1.185,-0.815,0,0
0.056142,2.5313e-15,0,1,1.188,-0.812,0,0
0.056258,2.4949e-15,0,1,1.191,-0.809,0,0
0.056375,2.5068e-15,0,1,1.194,-0.806,0,0
0.056491,2.5186e-15,0,1,1.197,-0.803,0,0
0.056607,2.5305e-15,0,1,1.2,-0.8,0,0
0.056722,2.5427e-15,0,1,1.203,-0.797,0,0
0.056836,2.5548e-15,0,1,1.206,-0.794,0,0
0.056951,2.567e-15,0,1,1.209,-0.791,0,0
0.057066,2.6394e-15,0,1,1.212,-0.788,0,0
0.057181,2.5913e-15,0,1,1.215,-0.785,0,0
0.057296,2.6035e-15,0,1,1.218,-0.782,0,0
0.057411,2.6156e-15,0,1,1.221,-0.779,0,0
0.057526,2.6278e-15,0,1,1.224,-0.776,0,0
0.05764,2.6401e-15,0,1,1.227,-0.773,0,0
0.057754,2.6526e-15,0,1,1.23,-0.77,0,0
0.057868,2.6651e-15,0,1,1.233,-0.767,0,0
0.057982,2.6776e-15,0,1,1.236,-0.764,0,0
0.058096,2.62e-15,0,1,1.239,-0.761,0,0
0.05821,2.7025e-15,0,1,1.242,-0.758,0,0
0.058324,2.715e-15,0,1,1.245,-0.755,0,0
0.058438,2.7275e-15,0,1,1.248,-0.752,0,0
0.058551,2.74e-15,0,1,1.251,-0.749,0,0
0.058664,2.7527e-15,0,1,1.254,-0.746,0,0
0.058777,2.7654e-15,0,1,1.257,-0.743,0,0
0.05889,2.7781e-15,0,1,1.26,-0.74,0,0
0.059003,2.7335e-15,0,1,1.263,-0.737,0,0
0.059116,2.8035e-15,0,1,1.266,-0.734,0,0
0.059229,2.8162e-15,0,1,1.269,-0.731,0,0
0.059342,2.8289e-15,0,1,1.272,-0.728,0,0
0.059455,2.8416e-15,0,1,1.275,-0.725,0,0
0.059568,2.8544e-15,0,1,1.278,-0.722,0,0
0.05968,2.8671e-15,0,1,1.281,-0.719,0,0
0.059792,2.8799e-15,0,1,1.284,-0.716,0,0
0.059904,2.8927e-15,0,1,1.287,-0.713,0,0
0.060016,2.8809e-15,0,1,1.29,-0.71,0,0
0.060128,2.9182e-15,0,1,1.293,-0.707,0,0
0.060241,2.931e-15,0,1,1.296,-0.704,0,0
0.060353,2.9437e-15,0,1,1.299,-0.701,0,0
0.060465,2.9565e-15,0,1,1.302,-0.698,0,0
0.060576,2.9692e-15,0,1,1.305,-0.695,0,0
0.060688,2.9818e-15,0,1,1.308,-0.692,0,0
0.060799,2.9945e-15,0,1,1.311,-0.689,0,0
0.06091,3.0076e-15,0,1,1.314,-0.686,0,0
0.061022,3.0199e-15,0,1,1.317,-0.683,0,0
0.061133,3.0325e-15,0,1,1.32,-0.68,0,0
0.061245,3.0452e-15,0,1,1.323,-0.677,0,0
0.061356,3.0579e-15,0,1,1.326,-0.674,0,0
0.061467,3.0705e-15,0,1,1.329,-0.671,0,0
0.061578,3.0829e-15,0,1,1.332,-0.668,0,0
0.061688,3.0954e-15,0,1,1.335,-0.665,0,0
0.061799,3.1078e-15,0,1,1.338,-0.662,0,0
0.06191,3.1401e-15,0,1,1.341,-0.659,0,0
0.062021,3.1328e-15,0,1,1.344,-0.656,0,0
0.062131,3.1452e-15,0,1,1.347,-0.653,0,0
0.062242,3.1577e-15,0,1,1.35,-0.65,0,0
0.062353,3.1701e-15,0,1,1.353,-0.647,0,0
0.062463,3.1824e-15,0,1,1.356,-0.644,0,0
0.062573,3.1947e-15,0,1,1.359,-0.641,0,0
0.062683,3.2069e-15,0,1,1.362,-0.638,0,0
0.062793,3.2977e-15,0,1,1.365,-0.635,0,0
0.062903,3.2314e-15,0,1,1.368,-0.632,0,0
0.063012,3.2437e-15,0,1,1.371,-0.629,0,0
